Disparity of Point  9482 =  (1063, 127) = 28
Disparity of Point  12939 =  (401, 167) = 10
Disparity of Point  12940 =  (403, 167) = 10
Disparity of Point  12941 =  (417, 167) = 10
Disparity of Point  12945 =  (461, 167) = 7
Disparity of Point  12946 =  (464, 167) = 7
Disparity of Point  12948 =  (480, 167) = 6
Disparity of Point  12949 =  (480, 167) = 6
Disparity of Point  12950 =  (512, 167) = 8
Disparity of Point  12955 =  (625, 167) = 5
Disparity of Point  12958 =  (688, 167) = 5
Disparity of Point  12984 =  (957, 167) = 21
Disparity of Point  12985 =  (957, 167) = 21
Disparity of Point  12987 =  (971, 167) = 22
Disparity of Point  12988 =  (971, 167) = 22
Disparity of Point  12989 =  (975, 167) = 22
Disparity of Point  12990 =  (975, 167) = 22
Disparity of Point  12991 =  (978, 167) = 22
Disparity of Point  12992 =  (991, 167) = 23
Disparity of Point  12993 =  (991, 167) = 23
Disparity of Point  13000 =  (1007, 167) = 24
Disparity of Point  13001 =  (1007, 167) = 24
Disparity of Point  13002 =  (1008, 167) = 24
Disparity of Point  13003 =  (1008, 167) = 24
Disparity of Point  13006 =  (1010, 167) = 24
Disparity of Point  13007 =  (1010, 167) = 24
Disparity of Point  13008 =  (1011, 167) = 24
Disparity of Point  13009 =  (1020, 167) = 25
Disparity of Point  13010 =  (1020, 167) = 25
Disparity of Point  13011 =  (1025, 167) = 25
Disparity of Point  13012 =  (1025, 167) = 25
Disparity of Point  13013 =  (1038, 167) = 26
Disparity of Point  13019 =  (1064, 167) = 28
Disparity of Point  13020 =  (1064, 167) = 28
Disparity of Point  13021 =  (1065, 167) = 28
Disparity of Point  13022 =  (1065, 167) = 28
Disparity of Point  13023 =  (1066, 167) = 28
Disparity of Point  13033 =  (399, 168) = 10
Disparity of Point  13034 =  (409, 168) = 10
Disparity of Point  13035 =  (409, 168) = 10
Disparity of Point  13036 =  (417, 168) = 10
Disparity of Point  13037 =  (417, 168) = 10
Disparity of Point  13040 =  (448, 168) = 8
Disparity of Point  13041 =  (448, 168) = 8
Disparity of Point  13042 =  (449, 168) = 8
Disparity of Point  13049 =  (481, 168) = 6
Disparity of Point  13050 =  (481, 168) = 6
Disparity of Point  13068 =  (677, 168) = 5
Disparity of Point  13069 =  (677, 168) = 5
Disparity of Point  13070 =  (688, 168) = 5
Disparity of Point  13071 =  (688, 168) = 5
Disparity of Point  13078 =  (753, 168) = 12
Disparity of Point  13079 =  (753, 168) = 12
Disparity of Point  13080 =  (755, 168) = 12
Disparity of Point  13081 =  (755, 168) = 12
Disparity of Point  13082 =  (757, 168) = 12
Disparity of Point  13083 =  (757, 168) = 12
Disparity of Point  13084 =  (758, 168) = 12
Disparity of Point  13089 =  (806, 168) = 12
Disparity of Point  13090 =  (806, 168) = 12
Disparity of Point  13093 =  (853, 168) = 15
Disparity of Point  13094 =  (853, 168) = 15
Disparity of Point  13095 =  (854, 168) = 15
Disparity of Point  13096 =  (854, 168) = 15
Disparity of Point  13099 =  (856, 168) = 15
Disparity of Point  13112 =  (926, 168) = 19
Disparity of Point  13113 =  (926, 168) = 19
Disparity of Point  13115 =  (945, 168) = 20
Disparity of Point  13116 =  (950, 168) = 21
Disparity of Point  13117 =  (950, 168) = 21
Disparity of Point  13120 =  (952, 168) = 21
Disparity of Point  13123 =  (967, 168) = 22
Disparity of Point  13124 =  (967, 168) = 22
Disparity of Point  13125 =  (968, 168) = 22
Disparity of Point  13131 =  (986, 168) = 23
Disparity of Point  13132 =  (986, 168) = 23
Disparity of Point  13133 =  (990, 168) = 23
Disparity of Point  13134 =  (990, 168) = 23
Disparity of Point  13136 =  (992, 168) = 23
Disparity of Point  13137 =  (992, 168) = 23
Disparity of Point  13138 =  (992, 168) = 23
Disparity of Point  13142 =  (1003, 168) = 24
Disparity of Point  13143 =  (1004, 168) = 24
Disparity of Point  13144 =  (1004, 168) = 24
Disparity of Point  13147 =  (1006, 168) = 24
Disparity of Point  13148 =  (1006, 168) = 24
Disparity of Point  13155 =  (1024, 168) = 25
Disparity of Point  13157 =  (1026, 168) = 25
Disparity of Point  13158 =  (1026, 168) = 25
Disparity of Point  13161 =  (1035, 168) = 26
Disparity of Point  13162 =  (1035, 168) = 26
Disparity of Point  13166 =  (1045, 168) = 27
Disparity of Point  13171 =  (384, 169) = 10
Disparity of Point  13172 =  (384, 169) = 10
Disparity of Point  13180 =  (446, 169) = 8
Disparity of Point  13181 =  (446, 169) = 8
Disparity of Point  13182 =  (463, 169) = 7
Disparity of Point  13183 =  (463, 169) = 7
Disparity of Point  13184 =  (465, 169) = 7
Disparity of Point  13185 =  (465, 169) = 7
Disparity of Point  13190 =  (677, 169) = 5
Disparity of Point  13191 =  (694, 169) = 5
Disparity of Point  13192 =  (694, 169) = 5
Disparity of Point  13193 =  (721, 169) = 24
Disparity of Point  13196 =  (753, 169) = 12
Disparity of Point  13197 =  (753, 169) = 12
Disparity of Point  13198 =  (755, 169) = 12
Disparity of Point  13199 =  (755, 169) = 12
Disparity of Point  13200 =  (757, 169) = 12
Disparity of Point  13201 =  (757, 169) = 12
Disparity of Point  13208 =  (852, 169) = 15
Disparity of Point  13209 =  (852, 169) = 15
Disparity of Point  13211 =  (857, 169) = 15
Disparity of Point  13224 =  (942, 169) = 20
Disparity of Point  13225 =  (943, 169) = 20
Disparity of Point  13226 =  (945, 169) = 20
Disparity of Point  13227 =  (945, 169) = 20
Disparity of Point  13228 =  (952, 169) = 21
Disparity of Point  13229 =  (953, 169) = 21
Disparity of Point  13230 =  (953, 169) = 21
Disparity of Point  13232 =  (956, 169) = 21
Disparity of Point  13233 =  (956, 169) = 21
Disparity of Point  13234 =  (970, 169) = 22
Disparity of Point  13235 =  (970, 169) = 22
Disparity of Point  13245 =  (994, 169) = 23
Disparity of Point  13246 =  (994, 169) = 23
Disparity of Point  13250 =  (1001, 169) = 24
Disparity of Point  13251 =  (1001, 169) = 24
Disparity of Point  13252 =  (1003, 169) = 24
Disparity of Point  13253 =  (1003, 169) = 24
Disparity of Point  13254 =  (1007, 169) = 24
Disparity of Point  13255 =  (1007, 169) = 24
Disparity of Point  13258 =  (1016, 169) = 25
Disparity of Point  13259 =  (1016, 169) = 25
Disparity of Point  13260 =  (1020, 169) = 25
Disparity of Point  13263 =  (1022, 169) = 25
Disparity of Point  13264 =  (1022, 169) = 25
Disparity of Point  13267 =  (1024, 169) = 25
Disparity of Point  13268 =  (1027, 169) = 25
Disparity of Point  13272 =  (1060, 169) = 27
Disparity of Point  13277 =  (1066, 169) = 28
Disparity of Point  13280 =  (393, 170) = 10
Disparity of Point  13284 =  (416, 170) = 10
Disparity of Point  13285 =  (416, 170) = 10
Disparity of Point  13286 =  (424, 170) = 9
Disparity of Point  13287 =  (446, 170) = 8
Disparity of Point  13288 =  (447, 170) = 8
Disparity of Point  13289 =  (464, 170) = 7
Disparity of Point  13290 =  (464, 170) = 7
Disparity of Point  13291 =  (465, 170) = 7
Disparity of Point  13309 =  (722, 170) = 24
Disparity of Point  13310 =  (722, 170) = 24
Disparity of Point  13318 =  (806, 170) = 12
Disparity of Point  13319 =  (806, 170) = 12
Disparity of Point  13324 =  (907, 170) = 18
Disparity of Point  13325 =  (907, 170) = 18
Disparity of Point  13328 =  (909, 170) = 18
Disparity of Point  13329 =  (909, 170) = 18
Disparity of Point  13332 =  (911, 170) = 18
Disparity of Point  13333 =  (911, 170) = 18
Disparity of Point  13336 =  (920, 170) = 19
Disparity of Point  13337 =  (929, 170) = 19
Disparity of Point  13339 =  (937, 170) = 20
Disparity of Point  13345 =  (942, 170) = 20
Disparity of Point  13346 =  (950, 170) = 21
Disparity of Point  13347 =  (950, 170) = 21
Disparity of Point  13350 =  (955, 170) = 21
Disparity of Point  13358 =  (992, 170) = 23
Disparity of Point  13359 =  (992, 170) = 23
Disparity of Point  13363 =  (1003, 170) = 24
Disparity of Point  13364 =  (1003, 170) = 24
Disparity of Point  13365 =  (1008, 170) = 24
Disparity of Point  13366 =  (1008, 170) = 24
Disparity of Point  13372 =  (1047, 170) = 27
Disparity of Point  13373 =  (1047, 170) = 27
Disparity of Point  13381 =  (1059, 170) = 27
Disparity of Point  13382 =  (1059, 170) = 27
Disparity of Point  13383 =  (1060, 170) = 27
Disparity of Point  13390 =  (372, 171) = 14
Disparity of Point  13391 =  (372, 171) = 14
Disparity of Point  13397 =  (416, 171) = 10
Disparity of Point  13404 =  (498, 171) = 8
Disparity of Point  13405 =  (498, 171) = 8
Disparity of Point  13421 =  (723, 171) = 24
Disparity of Point  13422 =  (723, 171) = 24
Disparity of Point  13425 =  (760, 171) = 12
Disparity of Point  13426 =  (760, 171) = 12
Disparity of Point  13432 =  (857, 171) = 15
Disparity of Point  13433 =  (858, 171) = 15
Disparity of Point  13434 =  (899, 171) = 18
Disparity of Point  13435 =  (899, 171) = 18
Disparity of Point  13447 =  (925, 171) = 19
Disparity of Point  13448 =  (925, 171) = 19
Disparity of Point  13449 =  (926, 171) = 19
Disparity of Point  13458 =  (950, 171) = 21
Disparity of Point  13459 =  (951, 171) = 21
Disparity of Point  13460 =  (954, 171) = 21
Disparity of Point  13461 =  (954, 171) = 21
Disparity of Point  13465 =  (989, 171) = 23
Disparity of Point  13471 =  (1000, 171) = 24
Disparity of Point  13472 =  (1004, 171) = 24
Disparity of Point  13473 =  (1004, 171) = 24
Disparity of Point  13474 =  (1004, 171) = 24
Disparity of Point  13475 =  (1007, 171) = 24
Disparity of Point  13476 =  (1007, 171) = 24
Disparity of Point  13477 =  (1011, 171) = 24
Disparity of Point  13478 =  (1011, 171) = 24
Disparity of Point  13479 =  (1016, 171) = 25
Disparity of Point  13480 =  (1017, 171) = 25
Disparity of Point  13481 =  (1017, 171) = 25
Disparity of Point  13494 =  (1043, 171) = 26
Disparity of Point  13495 =  (1043, 171) = 26
Disparity of Point  13521 =  (495, 172) = 8
Disparity of Point  13522 =  (495, 172) = 8
Disparity of Point  13523 =  (498, 172) = 8
Disparity of Point  13524 =  (498, 172) = 8
Disparity of Point  13533 =  (683, 172) = 5
Disparity of Point  13534 =  (687, 172) = 5
Disparity of Point  13535 =  (687, 172) = 5
Disparity of Point  13542 =  (760, 172) = 12
Disparity of Point  13543 =  (760, 172) = 12
Disparity of Point  13544 =  (807, 172) = 12
Disparity of Point  13545 =  (807, 172) = 12
Disparity of Point  13562 =  (921, 172) = 19
Disparity of Point  13563 =  (921, 172) = 19
Disparity of Point  13567 =  (953, 172) = 21
Disparity of Point  13568 =  (953, 172) = 21
Disparity of Point  13576 =  (988, 172) = 23
Disparity of Point  13577 =  (989, 172) = 23
Disparity of Point  13597 =  (1054, 172) = 27
Disparity of Point  13598 =  (1056, 172) = 27
Disparity of Point  13599 =  (1057, 172) = 27
Disparity of Point  13600 =  (1057, 172) = 27
Disparity of Point  13603 =  (377, 173) = 11
Disparity of Point  13604 =  (377, 173) = 11
Disparity of Point  13605 =  (378, 173) = 11
Disparity of Point  13606 =  (378, 173) = 11
Disparity of Point  13617 =  (397, 173) = 10
Disparity of Point  13618 =  (447, 173) = 8
Disparity of Point  13619 =  (447, 173) = 8
Disparity of Point  13630 =  (678, 173) = 5
Disparity of Point  13631 =  (679, 173) = 5
Disparity of Point  13632 =  (679, 173) = 5
Disparity of Point  13633 =  (680, 173) = 5
Disparity of Point  13634 =  (680, 173) = 5
Disparity of Point  13644 =  (752, 173) = 12
Disparity of Point  13645 =  (752, 173) = 12
Disparity of Point  13648 =  (807, 173) = 12
Disparity of Point  13649 =  (807, 173) = 12
Disparity of Point  13655 =  (900, 173) = 18
Disparity of Point  13656 =  (900, 173) = 18
Disparity of Point  13659 =  (910, 173) = 18
Disparity of Point  13661 =  (912, 173) = 18
Disparity of Point  13662 =  (912, 173) = 18
Disparity of Point  13665 =  (935, 173) = 20
Disparity of Point  13666 =  (935, 173) = 20
Disparity of Point  13667 =  (936, 173) = 20
Disparity of Point  13668 =  (936, 173) = 20
Disparity of Point  13669 =  (942, 173) = 20
Disparity of Point  13672 =  (944, 173) = 20
Disparity of Point  13673 =  (944, 173) = 20
Disparity of Point  13675 =  (951, 173) = 21
Disparity of Point  13676 =  (951, 173) = 21
Disparity of Point  13679 =  (973, 173) = 22
Disparity of Point  13680 =  (973, 173) = 22
Disparity of Point  13681 =  (974, 173) = 22
Disparity of Point  13682 =  (975, 173) = 22
Disparity of Point  13683 =  (975, 173) = 22
Disparity of Point  13684 =  (976, 173) = 22
Disparity of Point  13685 =  (976, 173) = 22
Disparity of Point  13686 =  (977, 173) = 22
Disparity of Point  13687 =  (977, 173) = 22
Disparity of Point  13689 =  (987, 173) = 23
Disparity of Point  13690 =  (987, 173) = 23
Disparity of Point  13692 =  (993, 173) = 23
Disparity of Point  13693 =  (994, 173) = 23
Disparity of Point  13698 =  (1019, 173) = 25
Disparity of Point  13699 =  (1020, 173) = 25
Disparity of Point  13700 =  (1020, 173) = 25
Disparity of Point  13707 =  (1025, 173) = 25
Disparity of Point  13708 =  (1025, 173) = 25
Disparity of Point  13712 =  (1028, 173) = 25
Disparity of Point  13713 =  (1028, 173) = 25
Disparity of Point  13714 =  (1045, 173) = 27
Disparity of Point  13715 =  (1046, 173) = 27
Disparity of Point  13716 =  (1046, 173) = 27
Disparity of Point  13719 =  (1060, 173) = 27
Disparity of Point  13727 =  (447, 174) = 8
Disparity of Point  13728 =  (448, 174) = 8
Disparity of Point  13730 =  (456, 174) = 8
Disparity of Point  13731 =  (456, 174) = 8
Disparity of Point  13734 =  (458, 174) = 8
Disparity of Point  13735 =  (458, 174) = 8
Disparity of Point  13736 =  (459, 174) = 8
Disparity of Point  13737 =  (459, 174) = 8
Disparity of Point  13738 =  (463, 174) = 7
Disparity of Point  13739 =  (463, 174) = 7
Disparity of Point  13740 =  (464, 174) = 7
Disparity of Point  13741 =  (464, 174) = 7
Disparity of Point  13742 =  (465, 174) = 7
Disparity of Point  13743 =  (465, 174) = 7
Disparity of Point  13752 =  (687, 174) = 5
Disparity of Point  13753 =  (687, 174) = 5
Disparity of Point  13762 =  (805, 174) = 12
Disparity of Point  13763 =  (805, 174) = 12
Disparity of Point  13773 =  (882, 174) = 17
Disparity of Point  13774 =  (882, 174) = 17
Disparity of Point  13775 =  (892, 174) = 17
Disparity of Point  13776 =  (892, 174) = 17
Disparity of Point  13777 =  (903, 174) = 18
Disparity of Point  13778 =  (903, 174) = 18
Disparity of Point  13779 =  (904, 174) = 18
Disparity of Point  13780 =  (904, 174) = 18
Disparity of Point  13781 =  (905, 174) = 18
Disparity of Point  13784 =  (913, 174) = 18
Disparity of Point  13785 =  (913, 174) = 18
Disparity of Point  13791 =  (940, 174) = 20
Disparity of Point  13792 =  (940, 174) = 20
Disparity of Point  13793 =  (941, 174) = 20
Disparity of Point  13794 =  (941, 174) = 20
Disparity of Point  13795 =  (942, 174) = 20
Disparity of Point  13796 =  (947, 174) = 21
Disparity of Point  13797 =  (948, 174) = 21
Disparity of Point  13798 =  (948, 174) = 21
Disparity of Point  13802 =  (972, 174) = 22
Disparity of Point  13803 =  (972, 174) = 22
Disparity of Point  13804 =  (1005, 174) = 24
Disparity of Point  13805 =  (1005, 174) = 24
Disparity of Point  13806 =  (1006, 174) = 24
Disparity of Point  13807 =  (1006, 174) = 24
Disparity of Point  13810 =  (1008, 174) = 24
Disparity of Point  13811 =  (1008, 174) = 24
Disparity of Point  13814 =  (1017, 174) = 25
Disparity of Point  13820 =  (1031, 174) = 26
Disparity of Point  13821 =  (1031, 174) = 26
Disparity of Point  13851 =  (724, 175) = 24
Disparity of Point  13852 =  (725, 175) = 24
Disparity of Point  13854 =  (805, 175) = 12
Disparity of Point  13859 =  (878, 175) = 16
Disparity of Point  13860 =  (890, 175) = 17
Disparity of Point  13861 =  (890, 175) = 17
Disparity of Point  13862 =  (891, 175) = 17
Disparity of Point  13863 =  (891, 175) = 17
Disparity of Point  13865 =  (922, 175) = 19
Disparity of Point  13866 =  (922, 175) = 19
Disparity of Point  13867 =  (923, 175) = 19
Disparity of Point  13868 =  (923, 175) = 19
Disparity of Point  13869 =  (939, 175) = 20
Disparity of Point  13870 =  (939, 175) = 20
Disparity of Point  13877 =  (972, 175) = 22
Disparity of Point  13878 =  (974, 175) = 22
Disparity of Point  13879 =  (975, 175) = 22
Disparity of Point  13880 =  (975, 175) = 22
Disparity of Point  13881 =  (977, 175) = 22
Disparity of Point  13890 =  (1023, 175) = 25
Disparity of Point  13891 =  (1023, 175) = 25
Disparity of Point  13912 =  (456, 176) = 8
Disparity of Point  13913 =  (456, 176) = 8
Disparity of Point  13914 =  (458, 176) = 8
Disparity of Point  13915 =  (467, 176) = 7
Disparity of Point  13916 =  (467, 176) = 7
Disparity of Point  13925 =  (687, 176) = 5
Disparity of Point  13926 =  (687, 176) = 5
Disparity of Point  13927 =  (725, 176) = 24
Disparity of Point  13928 =  (725, 176) = 24
Disparity of Point  13929 =  (726, 176) = 24
Disparity of Point  13936 =  (756, 176) = 12
Disparity of Point  13937 =  (756, 176) = 12
Disparity of Point  13938 =  (756, 176) = 12
Disparity of Point  13941 =  (852, 176) = 15
Disparity of Point  13942 =  (858, 176) = 15
Disparity of Point  13943 =  (858, 176) = 15
Disparity of Point  13946 =  (877, 176) = 16
Disparity of Point  13947 =  (878, 176) = 16
Disparity of Point  13951 =  (919, 176) = 19
Disparity of Point  13952 =  (919, 176) = 19
Disparity of Point  13953 =  (932, 176) = 20
Disparity of Point  13954 =  (933, 176) = 20
Disparity of Point  13955 =  (933, 176) = 20
Disparity of Point  13956 =  (936, 176) = 20
Disparity of Point  13957 =  (936, 176) = 20
Disparity of Point  13958 =  (937, 176) = 20
Disparity of Point  13959 =  (937, 176) = 20
Disparity of Point  13960 =  (938, 176) = 20
Disparity of Point  13961 =  (938, 176) = 20
Disparity of Point  13963 =  (943, 176) = 20
Disparity of Point  13969 =  (951, 176) = 21
Disparity of Point  13970 =  (951, 176) = 21
Disparity of Point  13972 =  (985, 176) = 23
Disparity of Point  13973 =  (985, 176) = 23
Disparity of Point  13976 =  (992, 176) = 23
Disparity of Point  13977 =  (992, 176) = 23
Disparity of Point  13983 =  (1012, 176) = 24
Disparity of Point  13984 =  (1012, 176) = 24
Disparity of Point  13990 =  (1027, 176) = 25
Disparity of Point  13991 =  (1027, 176) = 25
Disparity of Point  13992 =  (1040, 176) = 26
Disparity of Point  13993 =  (1040, 176) = 26
Disparity of Point  13996 =  (457, 177) = 8
Disparity of Point  13997 =  (457, 177) = 8
Disparity of Point  13998 =  (457, 177) = 8
Disparity of Point  13999 =  (458, 177) = 8
